"Notes","County","County Code","Year","Year Code","Multiple Cause of death","Multiple Cause of death Code",Deaths,Population,Crude Rate
,"Allegheny County, PA","42003","2009","2009","Other synthetic narcotics","T40.4",28,1222171,2.291
,"Allegheny County, PA","42003","2009","2009","Cocaine","T40.5",65,1222171,5.318
,"Allegheny County, PA","42003","2010","2010","Heroin","T40.1",46,1223348,3.760
,"Allegheny County, PA","42003","2010","2010","Other opioids","T40.2",99,1223348,8.093
,"Allegheny County, PA","42003","2010","2010","Methadone","T40.3",30,1223348,2.452
,"Allegheny County, PA","42003","2010","2010","Other synthetic narcotics","T40.4",24,1223348,1.962
,"Allegheny County, PA","42003","2010","2010","Cocaine","T40.5",83,1223348,6.785
,"Allegheny County, PA","42003","2011","2011","Heroin","T40.1",85,1227066,6.927
,"Allegheny County, PA","42003","2011","2011","Other opioids","T40.2",96,1227066,7.824
,"Allegheny County, PA","42003","2011","2011","Methadone","T40.3",24,1227066,1.956
,"Allegheny County, PA","42003","2011","2011","Other synthetic narcotics","T40.4",11,1227066,Unreliable
,"Allegheny County, PA","42003","2011","2011","Cocaine","T40.5",78,1227066,6.357
,"Allegheny County, PA","42003","2012","2012","Heroin","T40.1",127,1229338,10.331
,"Allegheny County, PA","42003","2012","2012","Other opioids","T40.2",87,1229338,7.077
,"Allegheny County, PA","42003","2012","2012","Methadone","T40.3",21,1229338,1.708
,"Allegheny County, PA","42003","2012","2012","Other synthetic narcotics","T40.4",22,1229338,1.790
,"Allegheny County, PA","42003","2012","2012","Cocaine","T40.5",67,1229338,5.450
,"Beaver County, PA","42007","2009","2009","Other opioids","T40.2",10,170524,Unreliable
,"Beaver County, PA","42007","2011","2011","Other opioids","T40.2",14,170414,Unreliable
,"Beaver County, PA","42007","2012","2012","Other opioids","T40.2",16,170245,Unreliable
,"Berks County, PA","42011","2008","2008","Cocaine","T40.5",12,407737,Unreliable
,"Berks County, PA","42011","2009","2009","Other opioids","T40.2",10,409904,Unreliable
,"Berks County, PA","42011","2009","2009","Cocaine","T40.5",10,409904,Unreliable
,"Berks County, PA","42011","2010","2010","Other opioids","T40.2",10,411442,Unreliable
,"Berks County, PA","42011","2010","2010","Cocaine","T40.5",12,411442,Unreliable
,"Berks County, PA","42011","2011","2011","Heroin","T40.1",14,412778,Unreliable
,"Berks County, PA","42011","2011","2011","Cocaine","T40.5",13,412778,Unreliable
,"Berks County, PA","42011","2012","2012","Heroin","T40.1",11,413491,Unreliable
,"Bucks County, PA","42017","2011","2011","Heroin","T40.1",16,626854,Unreliable
,"Bucks County, PA","42017","2012","2012","Heroin","T40.1",20,627053,3.190
,"Butler County, PA","42019","2011","2011","Other opioids","T40.2",13,184848,Unreliable
,"Butler County, PA","42019","2012","2012","Other opioids","T40.2",13,184970,Unreliable
,"Cambria County, PA","42021","2008","2008","Other opioids","T40.2",11,144646,Unreliable
,"Cambria County, PA","42021","2008","2008","Methadone","T40.3",10,144646,Unreliable
,"Delaware County, PA","42045","2008","2008","Cocaine","T40.5",10,556246,Unreliable
,"Delaware County, PA","42045","2009","2009","Heroin","T40.1",14,558094,Unreliable
,"Delaware County, PA","42045","2011","2011","Heroin","T40.1",14,559494,Unreliable
,"Delaware County, PA","42045","2011","2011","Other opioids","T40.2",10,559494,Unreliable
,"Delaware County, PA","42045","2012","2012","Heroin","T40.1",14,561098,Unreliable
,"Erie County, PA","42049","2012","2012","Other opioids","T40.2",10,280646,Unreliable
,"Fayette County, PA","42051","2011","2011","Cocaine","T40.5",13,136097,Unreliable
,"Franklin County, PA","42055","2011","2011","Other opioids","T40.2",10,150811,Unreliable
,"Lackawanna County, PA","42069","2008","2008","Other opioids","T40.2",18,214044,Unreliable
,"Lackawanna County, PA","42069","2009","2009","Other opioids","T40.2",19,214138,Unreliable
,"Lackawanna County, PA","42069","2010","2010","Other opioids","T40.2",15,214437,Unreliable
,"Lackawanna County, PA","42069","2011","2011","Other opioids","T40.2",22,214166,10.272
,"Lackawanna County, PA","42069","2011","2011","Other synthetic narcotics","T40.4",11,214166,Unreliable
,"Lackawanna County, PA","42069","2012","2012","Other opioids","T40.2",29,214477,13.521
,"Lackawanna County, PA","42069","2012","2012","Other synthetic narcotics","T40.4",12,214477,Unreliable
,"Lawrence County, PA","42073","2011","2011","Other opioids","T40.2",12,90535,Unreliable
,"Montgomery County, PA","42091","2008","2008","Other opioids","T40.2",21,789250,2.661
,"Montgomery County, PA","42091","2008","2008","Cocaine","T40.5",15,789250,Unreliable
,"Montgomery County, PA","42091","2009","2009","Heroin","T40.1",18,795494,Unreliable
,"Montgomery County, PA","42091","2009","2009","Other opioids","T40.2",42,795494,5.280
,"Montgomery County, PA","42091","2009","2009","Methadone","T40.3",10,795494,Unreliable
,"Montgomery County, PA","42091","2009","2009","Cocaine","T40.5",22,795494,2.766
,"Montgomery County, PA","42091","2010","2010","Heroin","T40.1",23,799874,2.875
,"Montgomery County, PA","42091","2010","2010","Other opioids","T40.2",51,799874,6.376
,"Montgomery County, PA","42091","2010","2010","Other synthetic narcotics","T40.4",14,799874,Unreliable
,"Montgomery County, PA","42091","2010","2010","Cocaine","T40.5",17,799874,Unreliable
,"Montgomery County, PA","42091","2011","2011","Heroin","T40.1",28,804210,3.482
,"Montgomery County, PA","42091","2011","2011","Other opioids","T40.2",28,804210,3.482
,"Montgomery County, PA","42091","2011","2011","Methadone","T40.3",10,804210,Unreliable
,"Montgomery County, PA","42091","2011","2011","Other synthetic narcotics","T40.4",13,804210,Unreliable
,"Montgomery County, PA","42091","2011","2011","Cocaine","T40.5",24,804210,2.984
,"Montgomery County, PA","42091","2012","2012","Heroin","T40.1",34,808460,4.206
,"Montgomery County, PA","42091","2012","2012","Other opioids","T40.2",32,808460,3.958
,"Montgomery County, PA","42091","2012","2012","Methadone","T40.3",12,808460,Unreliable
,"Montgomery County, PA","42091","2012","2012","Other synthetic narcotics","T40.4",13,808460,Unreliable
,"Montgomery County, PA","42091","2012","2012","Cocaine","T40.5",17,808460,Unreliable
,"Montgomery County, PA","42091","2012","2012","Psychostimulants with abuse potential","T43.6",11,808460,Unreliable
,"Northampton County, PA","42095","2009","2009","Other opioids","T40.2",10,296645,Unreliable
,"Philadelphia County, PA","42101","2008","2008","Other opioids","T40.2",12,1499731,Unreliable
,"Philadelphia County, PA","42101","2008","2008","Methadone","T40.3",13,1499731,Unreliable
,"Philadelphia County, PA","42101","2008","2008","Cocaine","T40.5",45,1499731,3.001
,"Philadelphia County, PA","42101","2009","2009","Other opioids","T40.2",10,1514694,Unreliable
,"Philadelphia County, PA","42101","2009","2009","Cocaine","T40.5",38,1514694,2.509
,"Philadelphia County, PA","42101","2010","2010","Other opioids","T40.2",14,1526006,Unreliable
,"Philadelphia County, PA","42101","2010","2010","Cocaine","T40.5",33,1526006,2.163
,"Philadelphia County, PA","42101","2011","2011","Heroin","T40.1",11,1536471,Unreliable
,"Philadelphia County, PA","42101","2011","2011","Cocaine","T40.5",36,1536471,2.343
,"Philadelphia County, PA","42101","2012","2012","Cocaine","T40.5",30,1547607,1.938
,"Washington County, PA","42125","2008","2008","Other opioids","T40.2",10,207240,Unreliable
,"Washington County, PA","42125","2010","2010","Other opioids","T40.2",16,207820,Unreliable
,"Washington County, PA","42125","2011","2011","Other opioids","T40.2",25,208282,12.003
,"Washington County, PA","42125","2011","2011","Cocaine","T40.5",11,208282,Unreliable
,"Washington County, PA","42125","2012","2012","Other opioids","T40.2",15,208716,Unreliable
,"Wayne County, PA","42127","2012","2012","Other opioids","T40.2",11,51955,Unreliable
,"Westmoreland County, PA","42129","2008","2008","Other opioids","T40.2",12,366058,Unreliable
,"Westmoreland County, PA","42129","2009","2009","Other opioids","T40.2",26,365259,7.118
,"Westmoreland County, PA","42129","2009","2009","Methadone","T40.3",10,365259,Unreliable
,"Westmoreland County, PA","42129","2009","2009","Cocaine","T40.5",12,365259,Unreliable
,"Westmoreland County, PA","42129","2010","2010","Other opioids","T40.2",22,365169,6.025
,"Westmoreland County, PA","42129","2010","2010","Cocaine","T40.5",11,365169,Unreliable
,"Westmoreland County, PA","42129","2012","2012","Other opioids","T40.2",11,363395,Unreliable
,"Kent County, RI","44003","2011","2011","Other opioids","T40.2",12,165535,Unreliable
,"Kent County, RI","44003","2011","2011","Cocaine","T40.5",12,165535,Unreliable
,"Kent County, RI","44003","2012","2012","Other opioids","T40.2",21,164843,12.739
,"Kent County, RI","44003","2012","2012","Cocaine","T40.5",11,164843,Unreliable
,"Providence County, RI","44007","2008","2008","Other opioids","T40.2",20,627889,3.185
,"Providence County, RI","44007","2008","2008","Methadone","T40.3",16,627889,Unreliable
,"Providence County, RI","44007","2008","2008","Cocaine","T40.5",26,627889,4.141
,"Providence County, RI","44007","2009","2009","Other opioids","T40.2",14,626304,Unreliable
,"Providence County, RI","44007","2009","2009","Methadone","T40.3",27,626304,4.311
,"Providence County, RI","44007","2009","2009","Cocaine","T40.5",25,626304,3.992
,"Providence County, RI","44007","2010","2010","Other opioids","T40.2",33,626667,5.266
,"Providence County, RI","44007","2010","2010","Methadone","T40.3",17,626667,Unreliable
,"Providence County, RI","44007","2010","2010","Cocaine","T40.5",37,626667,5.904
,"Providence County, RI","44007","2011","2011","Other opioids","T40.2",41,626709,6.542
,"Providence County, RI","44007","2011","2011","Methadone","T40.3",18,626709,Unreliable
,"Providence County, RI","44007","2011","2011","Cocaine","T40.5",31,626709,4.946
,"Providence County, RI","44007","2012","2012","Heroin","T40.1",15,628323,Unreliable
,"Providence County, RI","44007","2012","2012","Other opioids","T40.2",43,628323,6.844
,"Providence County, RI","44007","2012","2012","Methadone","T40.3",16,628323,Unreliable
,"Providence County, RI","44007","2012","2012","Cocaine","T40.5",37,628323,5.889
,"Aiken County, SC","45003","2009","2009","Other opioids","T40.2",10,158499,Unreliable
,"Aiken County, SC","45003","2010","2010","Other opioids","T40.2",10,160099,Unreliable
,"Charleston County, SC","45019","2008","2008","Other opioids","T40.2",17,341921,Unreliable
,"Charleston County, SC","45019","2008","2008","Cocaine","T40.5",13,341921,Unreliable
,"Charleston County, SC","45019","2009","2009","Other opioids","T40.2",11,346795,Unreliable
,"Charleston County, SC","45019","2010","2010","Other opioids","T40.2",17,350209,Unreliable
,"Charleston County, SC","45019","2011","2011","Other opioids","T40.2",13,357704,Unreliable
,"Charleston County, SC","45019","2012","2012","Other opioids","T40.2",11,365162,Unreliable
,"Greenville County, SC","45045","2008","2008","Other opioids","T40.2",23,438742,5.242
,"Greenville County, SC","45045","2008","2008","Methadone","T40.3",10,438742,Unreliable
,"Greenville County, SC","45045","2008","2008","Other synthetic narcotics","T40.4",10,438742,Unreliable
,"Greenville County, SC","45045","2008","2008","Cocaine","T40.5",33,438742,7.522
,"Greenville County, SC","45045","2009","2009","Other opioids","T40.2",26,446655,5.821
,"Greenville County, SC","45045","2009","2009","Cocaine","T40.5",21,446655,4.702
,"Greenville County, SC","45045","2010","2010","Other opioids","T40.2",24,451225,5.319
,"Greenville County, SC","45045","2010","2010","Cocaine","T40.5",13,451225,Unreliable
,"Greenville County, SC","45045","2011","2011","Other opioids","T40.2",36,461299,7.804
,"Greenville County, SC","45045","2011","2011","Cocaine","T40.5",14,461299,Unreliable
,"Greenville County, SC","45045","2012","2012","Other opioids","T40.2",32,467605,6.843
,"Greenville County, SC","45045","2012","2012","Cocaine","T40.5",13,467605,Unreliable
,"Pickens County, SC","45077","2009","2009","Other opioids","T40.2",14,119183,Unreliable
,"Pickens County, SC","45077","2010","2010","Other opioids","T40.2",13,119224,Unreliable
,"Pickens County, SC","45077","2011","2011","Other opioids","T40.2",15,119574,Unreliable
,"Pickens County, SC","45077","2012","2012","Other opioids","T40.2",11,119670,Unreliable
,"Richland County, SC","45079","2010","2010","Other opioids","T40.2",13,384504,Unreliable
,"Richland County, SC","45079","2010","2010","Cocaine","T40.5",11,384504,Unreliable
,"Spartanburg County, SC","45083","2009","2009","Other opioids","T40.2",11,283335,Unreliable
,"Minnehaha County, SD","46099","2010","2010","Other opioids","T40.2",10,169468,Unreliable
,"Anderson County, TN","47001","2010","2010","Other opioids","T40.2",11,75129,Unreliable
,"Anderson County, TN","47001","2011","2011","Other opioids","T40.2",16,75233,Unreliable
,"Blount County, TN","47009","2008","2008","Other opioids","T40.2",11,121716,Unreliable
,"Blount County, TN","47009","2010","2010","Other opioids","T40.2",13,123010,Unreliable
,"Blount County, TN","47009","2012","2012","Other opioids","T40.2",13,124177,Unreliable
,"Bradley County, TN","47011","2010","2010","Other opioids","T40.2",10,98963,Unreliable
,"Bradley County, TN","47011","2011","2011","Other opioids","T40.2",10,100055,Unreliable
,"Bradley County, TN","47011","2012","2012","Other opioids","T40.2",11,101134,Unreliable
,"Campbell County, TN","47013","2011","2011","Other opioids","T40.2",11,40512,Unreliable
,"Cheatham County, TN","47021","2011","2011","Other opioids","T40.2",10,39078,Unreliable
,"Davidson County, TN","47037","2008","2008","Other opioids","T40.2",32,612649,5.223
,"Davidson County, TN","47037","2008","2008","Other synthetic narcotics","T40.4",15,612649,Unreliable
,"Davidson County, TN","47037","2008","2008","Cocaine","T40.5",24,612649,3.917
,"Davidson County, TN","47037","2009","2009","Other opioids","T40.2",42,621008,6.763
,"Davidson County, TN","47037","2009","2009","Methadone","T40.3",18,621008,Unreliable
,"Davidson County, TN","47037","2009","2009","Cocaine","T40.5",35,621008,5.636
,"Davidson County, TN","47037","2010","2010","Other opioids","T40.2",49,626681,7.819
,"Davidson County, TN","47037","2010","2010","Methadone","T40.3",17,626681,Unreliable
,"Davidson County, TN","47037","2010","2010","Cocaine","T40.5",32,626681,5.106
,"Davidson County, TN","47037","2011","2011","Other opioids","T40.2",53,635475,8.340
,"Davidson County, TN","47037","2011","2011","Methadone","T40.3",12,635475,Unreliable
,"Davidson County, TN","47037","2011","2011","Cocaine","T40.5",35,635475,5.508
,"Davidson County, TN","47037","2012","2012","Other opioids","T40.2",51,648295,7.867
,"Davidson County, TN","47037","2012","2012","Cocaine","T40.5",27,648295,4.165
,"Hamblen County, TN","47063","2010","2010","Other opioids","T40.2",13,62544,Unreliable
,"Hamblen County, TN","47063","2011","2011","Other opioids","T40.2",18,63062,Unreliable
,"Hamblen County, TN","47063","2012","2012","Other opioids","T40.2",15,62746,Unreliable
,"Hamilton County, TN","47065","2008","2008","Other opioids","T40.2",16,328711,Unreliable
,"Hamilton County, TN","47065","2008","2008","Methadone","T40.3",10,328711,Unreliable
,"Hamilton County, TN","47065","2010","2010","Other opioids","T40.2",16,336463,Unreliable
,"Hamilton County, TN","47065","2010","2010","Methadone","T40.3",11,336463,Unreliable
,"Hamilton County, TN","47065","2011","2011","Other opioids","T40.2",23,340855,6.748
,"Hamilton County, TN","47065","2012","2012","Other opioids","T40.2",38,345545,10.997
,"Knox County, TN","47093","2008","2008","Other opioids","T40.2",47,425276,11.052
,"Knox County, TN","47093","2008","2008","Methadone","T40.3",22,425276,5.173
,"Knox County, TN","47093","2008","2008","Other synthetic narcotics","T40.4",20,425276,4.703
,"Knox County, TN","47093","2008","2008","Cocaine","T40.5",31,425276,7.289
,"Knox County, TN","47093","2009","2009","Other opioids","T40.2",44,429475,10.245
,"Knox County, TN","47093","2009","2009","Methadone","T40.3",14,429475,Unreliable
,"Knox County, TN","47093","2010","2010","Other opioids","T40.2",57,432226,13.188
,"Knox County, TN","47093","2010","2010","Methadone","T40.3",16,432226,Unreliable
,"Knox County, TN","47093","2010","2010","Cocaine","T40.5",13,432226,Unreliable
,"Knox County, TN","47093","2011","2011","Other opioids","T40.2",53,436929,12.130
,"Knox County, TN","47093","2011","2011","Cocaine","T40.5",15,436929,Unreliable
,"Knox County, TN","47093","2012","2012","Other opioids","T40.2",59,441311,13.369
,"Knox County, TN","47093","2012","2012","Methadone","T40.3",11,441311,Unreliable
,"Knox County, TN","47093","2012","2012","Cocaine","T40.5",10,441311,Unreliable
,"Lawrence County, TN","47099","2012","2012","Other opioids","T40.2",10,42086,Unreliable
,"Montgomery County, TN","47125","2012","2012","Other opioids","T40.2",14,184468,Unreliable
,"Rutherford County, TN","47149","2008","2008","Other opioids","T40.2",19,252565,Unreliable
,"Rutherford County, TN","47149","2009","2009","Other opioids","T40.2",12,259078,Unreliable
,"Rutherford County, TN","47149","2010","2010","Other opioids","T40.2",16,262604,Unreliable
,"Rutherford County, TN","47149","2011","2011","Other opioids","T40.2",15,268921,Unreliable
,"Rutherford County, TN","47149","2012","2012","Other opioids","T40.2",18,274454,Unreliable
,"Rutherford County, TN","47149","2012","2012","Methadone","T40.3",10,274454,Unreliable
,"Shelby County, TN","47157","2008","2008","Other opioids","T40.2",17,920685,Unreliable
,"Shelby County, TN","47157","2008","2008","Cocaine","T40.5",34,920685,3.693
,"Shelby County, TN","47157","2009","2009","Heroin","T40.1",15,922541,Unreliable
,"Shelby County, TN","47157","2009","2009","Other opioids","T40.2",31,922541,3.360
,"Shelby County, TN","47157","2009","2009","Methadone","T40.3",13,922541,Unreliable
,"Shelby County, TN","47157","2009","2009","Other synthetic narcotics","T40.4",12,922541,Unreliable
,"Shelby County, TN","47157","2009","2009","Cocaine","T40.5",56,922541,6.070
,"Shelby County, TN","47157","2010","2010","Heroin","T40.1",12,927644,Unreliable
,"Shelby County, TN","47157","2010","2010","Other opioids","T40.2",32,927644,3.450
,"Shelby County, TN","47157","2010","2010","Methadone","T40.3",21,927644,2.264
,"Shelby County, TN","47157","2010","2010","Other synthetic narcotics","T40.4",11,927644,Unreliable
,"Shelby County, TN","47157","2010","2010","Cocaine","T40.5",53,927644,5.713
,"Shelby County, TN","47157","2011","2011","Other opioids","T40.2",39,935088,4.171
,"Shelby County, TN","47157","2011","2011","Methadone","T40.3",10,935088,Unreliable
,"Shelby County, TN","47157","2011","2011","Cocaine","T40.5",42,935088,4.492
,"Shelby County, TN","47157","2012","2012","Heroin","T40.1",30,940764,3.189
,"Shelby County, TN","47157","2012","2012","Other opioids","T40.2",45,940764,4.783
,"Shelby County, TN","47157","2012","2012","Cocaine","T40.5",45,940764,4.783
,"Wilson County, TN","47189","2010","2010","Other opioids","T40.2",12,113993,Unreliable
,"Wilson County, TN","47189","2011","2011","Other opioids","T40.2",12,116617,Unreliable
,"Wilson County, TN","47189","2012","2012","Other opioids","T40.2",10,118961,Unreliable
,"Bexar County, TX","48029","2008","2008","Heroin","T40.1",61,1651709,3.693
,"Bexar County, TX","48029","2008","2008","Other opioids","T40.2",19,1651709,Unreliable
,"Bexar County, TX","48029","2008","2008","Methadone","T40.3",15,1651709,Unreliable
,"Bexar County, TX","48029","2008","2008","Cocaine","T40.5",51,1651709,3.088
,"Bexar County, TX","48029","2009","2009","Heroin","T40.1",60,1685628,3.560
,"Bexar County, TX","48029","2009","2009","Other opioids","T40.2",24,1685628,1.424
,"Bexar County, TX","48029","2009","2009","Methadone","T40.3",21,1685628,1.246
,"Bexar County, TX","48029","2009","2009","Other synthetic narcotics","T40.4",11,1685628,Unreliable
,"Bexar County, TX","48029","2009","2009","Cocaine","T40.5",57,1685628,3.382
,"Bexar County, TX","48029","2009","2009","Psychostimulants with abuse potential","T43.6",15,1685628,Unreliable
,"Bexar County, TX","48029","2010","2010","Heroin","T40.1",63,1714773,3.674
,"Bexar County, TX","48029","2010","2010","Other opioids","T40.2",32,1714773,1.866
,"Bexar County, TX","48029","2010","2010","Methadone","T40.3",21,1714773,1.225
,"Bexar County, TX","48029","2010","2010","Other synthetic narcotics","T40.4",10,1714773,Unreliable
,"Bexar County, TX","48029","2010","2010","Cocaine","T40.5",60,1714773,3.499
,"Bexar County, TX","48029","2010","2010","Psychostimulants with abuse potential","T43.6",14,1714773,Unreliable
,"Bexar County, TX","48029","2011","2011","Heroin","T40.1",99,1756153,5.637
,"Bexar County, TX","48029","2011","2011","Other opioids","T40.2",40,1756153,2.278
,"Bexar County, TX","48029","2011","2011","Methadone","T40.3",21,1756153,1.196
,"Bexar County, TX","48029","2011","2011","Cocaine","T40.5",85,1756153,4.840
,"Bexar County, TX","48029","2011","2011","Psychostimulants with abuse potential","T43.6",18,1756153,Unreliable
,"Bexar County, TX","48029","2012","2012","Heroin","T40.1",62,1785704,3.472
,"Bexar County, TX","48029","2012","2012","Other opioids","T40.2",22,1785704,1.232
,"Bexar County, TX","48029","2012","2012","Methadone","T40.3",21,1785704,1.176
,"Bexar County, TX","48029","2012","2012","Cocaine","T40.5",59,1785704,3.304
,"Bexar County, TX","48029","2012","2012","Psychostimulants with abuse potential","T43.6",24,1785704,1.344
,"Brazoria County, TX","48039","2008","2008","Other opioids","T40.2",12,301336,Unreliable
,"Brazoria County, TX","48039","2009","2009","Other opioids","T40.2",13,309236,Unreliable
,"Brazoria County, TX","48039","2011","2011","Other opioids","T40.2",11,319973,Unreliable
,"Brazoria County, TX","48039","2012","2012","Other opioids","T40.2",17,324769,Unreliable
,"Cameron County, TX","48061","2009","2009","Cocaine","T40.5",11,400303,Unreliable
,"Collin County, TX","48085","2008","2008","Heroin","T40.1",12,741264,Unreliable
,"Collin County, TX","48085","2008","2008","Other opioids","T40.2",13,741264,Unreliable
,"Collin County, TX","48085","2009","2009","Heroin","T40.1",16,765791,Unreliable
,"Collin County, TX","48085","2009","2009","Other opioids","T40.2",18,765791,Unreliable
,"Collin County, TX","48085","2010","2010","Other opioids","T40.2",16,782341,Unreliable
,"Collin County, TX","48085","2011","2011","Heroin","T40.1",17,812226,Unreliable
,"Collin County, TX","48085","2011","2011","Other opioids","T40.2",19,812226,Unreliable
,"Collin County, TX","48085","2012","2012","Heroin","T40.1",17,834642,Unreliable
,"Collin County, TX","48085","2012","2012","Other opioids","T40.2",13,834642,Unreliable
,"Dallas County, TX","48113","2008","2008","Heroin","T40.1",52,2314018,2.247
,"Dallas County, TX","48113","2008","2008","Other opioids","T40.2",16,2314018,Unreliable
,"Dallas County, TX","48113","2008","2008","Cocaine","T40.5",83,2314018,3.587
,"Dallas County, TX","48113","2008","2008","Psychostimulants with abuse potential","T43.6",15,2314018,Unreliable
,"Dallas County, TX","48113","2009","2009","Heroin","T40.1",65,2346378,2.770
,"Dallas County, TX","48113","2009","2009","Other opioids","T40.2",28,2346378,1.193
,"Dallas County, TX","48113","2009","2009","Methadone","T40.3",13,2346378,Unreliable
,"Dallas County, TX","48113","2009","2009","Other synthetic narcotics","T40.4",11,2346378,Unreliable
,"Dallas County, TX","48113","2009","2009","Cocaine","T40.5",73,2346378,3.111
,"Dallas County, TX","48113","2009","2009","Psychostimulants with abuse potential","T43.6",21,2346378,0.895
,"Dallas County, TX","48113","2010","2010","Heroin","T40.1",55,2368139,2.322
,"Dallas County, TX","48113","2010","2010","Other opioids","T40.2",34,2368139,1.436
,"Dallas County, TX","48113","2010","2010","Cocaine","T40.5",72,2368139,3.040
,"Dallas County, TX","48113","2010","2010","Psychostimulants with abuse potential","T43.6",24,2368139,1.013
,"Dallas County, TX","48113","2011","2011","Heroin","T40.1",59,2416014,2.442
,"Dallas County, TX","48113","2011","2011","Other opioids","T40.2",27,2416014,1.118
,"Dallas County, TX","48113","2011","2011","Cocaine","T40.5",90,2416014,3.725
,"Dallas County, TX","48113","2011","2011","Psychostimulants with abuse potential","T43.6",33,2416014,1.366
,"Dallas County, TX","48113","2012","2012","Heroin","T40.1",83,2453843,3.382
,"Dallas County, TX","48113","2012","2012","Other opioids","T40.2",33,2453843,1.345
,"Dallas County, TX","48113","2012","2012","Methadone","T40.3",17,2453843,Unreliable
,"Dallas County, TX","48113","2012","2012","Cocaine","T40.5",80,2453843,3.260
,"Dallas County, TX","48113","2012","2012","Psychostimulants with abuse potential","T43.6",35,2453843,1.426
,"Denton County, TX","48121","2008","2008","Heroin","T40.1",13,630104,Unreliable
,"Denton County, TX","48121","2008","2008","Other opioids","T40.2",10,630104,Unreliable
,"Denton County, TX","48121","2009","2009","Heroin","T40.1",11,649702,Unreliable
,"Denton County, TX","48121","2011","2011","Heroin","T40.1",10,686406,Unreliable
,"Denton County, TX","48121","2012","2012","Other opioids","T40.2",13,707304,Unreliable
,"El Paso County, TX","48141","2008","2008","Other opioids","T40.2",16,769930,Unreliable
,"El Paso County, TX","48141","2008","2008","Cocaine","T40.5",10,769930,Unreliable
,"El Paso County, TX","48141","2009","2009","Other opioids","T40.2",13,786759,Unreliable
,"El Paso County, TX","48141","2009","2009","Cocaine","T40.5",11,786759,Unreliable
,"Fort Bend County, TX","48157","2011","2011","Other opioids","T40.2",11,606953,Unreliable
,"Fort Bend County, TX","48157","2012","2012","Other opioids","T40.2",11,627293,Unreliable
,"Galveston County, TX","48167","2008","2008","Other opioids","T40.2",15,288643,Unreliable
,"Galveston County, TX","48167","2009","2009","Other opioids","T40.2",14,287428,Unreliable
,"Galveston County, TX","48167","2010","2010","Other opioids","T40.2",19,291309,Unreliable
,"Galveston County, TX","48167","2010","2010","Methadone","T40.3",11,291309,Unreliable
,"Galveston County, TX","48167","2011","2011","Other opioids","T40.2",14,295747,Unreliable
,"Galveston County, TX","48167","2012","2012","Other opioids","T40.2",15,300484,Unreliable
,"Harris County, TX","48201","2008","2008","Heroin","T40.1",19,3938580,Unreliable
,"Harris County, TX","48201","2008","2008","Other opioids","T40.2",116,3938580,2.945
,"Harris County, TX","48201","2008","2008","Methadone","T40.3",31,3938580,0.787
,"Harris County, TX","48201","2008","2008","Other synthetic narcotics","T40.4",13,3938580,Unreliable
,"Harris County, TX","48201","2008","2008","Cocaine","T40.5",136,3938580,3.453
,"Harris County, TX","48201","2008","2008","Psychostimulants with abuse potential","T43.6",11,3938580,Unreliable
,"Harris County, TX","48201","2009","2009","Heroin","T40.1",17,4034866,Unreliable
,"Harris County, TX","48201","2009","2009","Other opioids","T40.2",191,4034866,4.734
,"Harris County, TX","48201","2009","2009","Methadone","T40.3",38,4034866,0.942
,"Harris County, TX","48201","2009","2009","Other synthetic narcotics","T40.4",47,4034866,1.165
,"Harris County, TX","48201","2009","2009","Cocaine","T40.5",162,4034866,4.015
,"Harris County, TX","48201","2009","2009","Psychostimulants with abuse potential","T43.6",16,4034866,Unreliable
,"Harris County, TX","48201","2010","2010","Heroin","T40.1",20,4092459,0.489
,"Harris County, TX","48201","2010","2010","Other opioids","T40.2",188,4092459,4.594
,"Harris County, TX","48201","2010","2010","Methadone","T40.3",40,4092459,0.977
,"Harris County, TX","48201","2010","2010","Other synthetic narcotics","T40.4",50,4092459,1.222
,"Harris County, TX","48201","2010","2010","Cocaine","T40.5",139,4092459,3.396
,"Harris County, TX","48201","2010","2010","Psychostimulants with abuse potential","T43.6",18,4092459,Unreliable
,"Harris County, TX","48201","2011","2011","Heroin","T40.1",26,4180894,0.622
,"Harris County, TX","48201","2011","2011","Other opioids","T40.2",165,4180894,3.947
,"Harris County, TX","48201","2011","2011","Methadone","T40.3",35,4180894,0.837
,"Harris County, TX","48201","2011","2011","Other synthetic narcotics","T40.4",30,4180894,0.718
,"Harris County, TX","48201","2011","2011","Cocaine","T40.5",140,4180894,3.349
,"Harris County, TX","48201","2011","2011","Psychostimulants with abuse potential","T43.6",19,4180894,Unreliable
,"Harris County, TX","48201","2012","2012","Heroin","T40.1",29,4253700,0.682
,"Harris County, TX","48201","2012","2012","Other opioids","T40.2",136,4253700,3.197
,"Harris County, TX","48201","2012","2012","Methadone","T40.3",26,4253700,0.611
,"Harris County, TX","48201","2012","2012","Other synthetic narcotics","T40.4",26,4253700,0.611
,"Harris County, TX","48201","2012","2012","Cocaine","T40.5",145,4253700,3.409
,"Harris County, TX","48201","2012","2012","Psychostimulants with abuse potential","T43.6",19,4253700,Unreliable
,"Hidalgo County, TX","48215","2008","2008","Cocaine","T40.5",12,736694,Unreliable
,"Hidalgo County, TX","48215","2012","2012","Cocaine","T40.5",14,806552,Unreliable
,"Jefferson County, TX","48245","2010","2010","Other opioids","T40.2",11,252273,Unreliable
