"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Colorado","08","2014","2014",917,5355866,17.121
,"Colorado","08","2015","2015",893,5456574,16.366
,"Colorado","08","2016","2016",973,5540545,17.561
,"Colorado","08","2017","2017",1050,5607154,18.726
,"Colorado","08","2018","2018",1038,5695564,18.225
"Total","Colorado","08",,,14422,98822865,14.594
,"Connecticut","09","1999","1999",330,3386401,9.745
,"Connecticut","09","2000","2000",336,3405565,9.866
,"Connecticut","09","2001","2001",326,3432835,9.497
,"Connecticut","09","2002","2002",377,3458749,10.900
,"Connecticut","09","2003","2003",338,3484336,9.701
,"Connecticut","09","2004","2004",360,3496094,10.297
,"Connecticut","09","2005","2005",352,3506956,10.037
,"Connecticut","09","2006","2006",458,3517460,13.021
,"Connecticut","09","2007","2007",444,3527270,12.588
,"Connecticut","09","2008","2008",397,3545579,11.197
,"Connecticut","09","2009","2009",397,3561807,11.146
,"Connecticut","09","2010","2010",372,3574097,10.408
,"Connecticut","09","2011","2011",416,3580709,11.618
,"Connecticut","09","2012","2012",451,3590347,12.561
,"Connecticut","09","2013","2013",600,3596080,16.685
,"Connecticut","09","2014","2014",639,3596677,17.766
,"Connecticut","09","2015","2015",827,3590886,23.031
,"Connecticut","09","2016","2016",997,3576452,27.877
,"Connecticut","09","2017","2017",1103,3588184,30.740
,"Connecticut","09","2018","2018",1105,3572665,30.929
"Total","Connecticut","09",,,10625,70589149,15.052
,"Delaware","10","1999","1999",55,774990,7.097
,"Delaware","10","2000","2000",60,783600,7.657
,"Delaware","10","2001","2001",70,795699,8.797
,"Delaware","10","2002","2002",85,806169,10.544
,"Delaware","10","2003","2003",88,818003,10.758
,"Delaware","10","2004","2004",92,830803,11.074
,"Delaware","10","2005","2005",67,845150,7.928
,"Delaware","10","2006","2006",83,859268,9.659
,"Delaware","10","2007","2007",102,871749,11.701
,"Delaware","10","2008","2008",125,883874,14.142
,"Delaware","10","2009","2009",139,891730,15.588
,"Delaware","10","2010","2010",147,897934,16.371
,"Delaware","10","2011","2011",166,907135,18.299
,"Delaware","10","2012","2012",150,917092,16.356
,"Delaware","10","2013","2013",170,925749,18.364
,"Delaware","10","2014","2014",204,935614,21.804
,"Delaware","10","2015","2015",208,945934,21.989
,"Delaware","10","2016","2016",288,952065,30.250
,"Delaware","10","2017","2017",342,961939,35.553
,"Delaware","10","2018","2018",409,967171,42.288
"Total","Delaware","10",,,3050,17571668,17.357
,"District of Columbia","11","1999","1999",55,570213,9.646
,"District of Columbia","11","2000","2000",84,572059,14.684
,"District of Columbia","11","2001","2001",111,574504,19.321
,"District of Columbia","11","2002","2002",70,573158,12.213
,"District of Columbia","11","2003","2003",119,568502,20.932
,"District of Columbia","11","2004","2004",109,567754,19.198
,"District of Columbia","11","2005","2005",94,567136,16.575
,"District of Columbia","11","2006","2006",129,570681,22.605
,"District of Columbia","11","2007","2007",90,574404,15.668
,"District of Columbia","11","2008","2008",77,580236,13.270
,"District of Columbia","11","2009","2009",58,592228,9.794
,"District of Columbia","11","2010","2010",90,601723,14.957
,"District of Columbia","11","2011","2011",94,617996,15.210
,"District of Columbia","11","2012","2012",85,632323,13.442
,"District of Columbia","11","2013","2013",113,646449,17.480
,"District of Columbia","11","2014","2014",106,658893,16.088
,"District of Columbia","11","2015","2015",130,672228,19.339
,"District of Columbia","11","2016","2016",276,681170,40.519
,"District of Columbia","11","2017","2017",322,693972,46.400
,"District of Columbia","11","2018","2018",266,702455,37.867
"Total","District of Columbia","11",,,2478,12218084,20.281
,"Florida","12","1999","1999",1061,15759421,6.732
,"Florida","12","2000","2000",1237,15982378,7.740
,"Florida","12","2001","2001",1833,16356966,11.206
,"Florida","12","2002","2002",2041,16689370,12.229
,"Florida","12","2003","2003",2153,17004085,12.662
,"Florida","12","2004","2004",2408,17415318,13.827
,"Florida","12","2005","2005",2664,17842038,14.931
,"Florida","12","2006","2006",2928,18166990,16.117
,"Florida","12","2007","2007",2936,18367842,15.984
,"Florida","12","2008","2008",3097,18527305,16.716
,"Florida","12","2009","2009",3193,18652644,17.118
,"Florida","12","2010","2010",3181,18801310,16.919
,"Florida","12","2011","2011",3033,19057542,15.915
,"Florida","12","2012","2012",2697,19317568,13.961
,"Florida","12","2013","2013",2603,19552860,13.313
,"Florida","12","2014","2014",2804,19893297,14.095
,"Florida","12","2015","2015",3377,20271272,16.659
,"Florida","12","2016","2016",4963,20612439,24.078
,"Florida","12","2017","2017",5347,20984400,25.481
,"Florida","12","2018","2018",4928,21299325,23.137
"Total","Florida","12",,,58484,370554370,15.783
,"Georgia","13","1999","1999",347,8045965,4.313
,"Georgia","13","2000","2000",429,8186453,5.240
,"Georgia","13","2001","2001",591,8377038,7.055
,"Georgia","13","2002","2002",631,8508256,7.416
,"Georgia","13","2003","2003",684,8622793,7.932
,"Georgia","13","2004","2004",730,8769252,8.325
,"Georgia","13","2005","2005",820,8925922,9.187
,"Georgia","13","2006","2006",912,9155813,9.961
,"Georgia","13","2007","2007",973,9349988,10.406
,"Georgia","13","2008","2008",977,9504843,10.279
,"Georgia","13","2009","2009",1043,9620846,10.841
,"Georgia","13","2010","2010",1124,9687653,11.602
,"Georgia","13","2011","2011",1112,9815210,11.329
,"Georgia","13","2012","2012",1115,9919945,11.240
,"Georgia","13","2013","2013",1160,9992167,11.609
,"Georgia","13","2014","2014",1268,10097343,12.558
,"Georgia","13","2015","2015",1370,10214860,13.412
,"Georgia","13","2016","2016",1461,10310371,14.170
,"Georgia","13","2017","2017",1629,10429379,15.619
,"Georgia","13","2018","2018",1500,10519475,14.259
"Total","Georgia","13",,,19876,188053572,10.569
,"Hawaii","15","1999","1999",83,1210300,6.858
,"Hawaii","15","2000","2000",64,1211537,5.283
,"Hawaii","15","2001","2001",83,1225948,6.770
,"Hawaii","15","2002","2002",85,1239613,6.857
,"Hawaii","15","2003","2003",102,1251154,8.152
,"Hawaii","15","2004","2004",128,1273569,10.050
,"Hawaii","15","2005","2005",143,1292729,11.062
,"Hawaii","15","2006","2006",131,1309731,10.002
,"Hawaii","15","2007","2007",142,1315675,10.793
,"Hawaii","15","2008","2008",129,1332213,9.683
,"Hawaii","15","2009","2009",148,1346717,10.990
,"Hawaii","15","2010","2010",154,1360301,11.321
,"Hawaii","15","2011","2011",189,1374810,13.747
,"Hawaii","15","2012","2012",159,1392313,11.420
,"Hawaii","15","2013","2013",167,1404054,11.894
,"Hawaii","15","2014","2014",174,1419561,12.257
,"Hawaii","15","2015","2015",175,1431603,12.224
,"Hawaii","15","2016","2016",207,1428557,14.490
,"Hawaii","15","2017","2017",221,1427538,15.481
,"Hawaii","15","2018","2018",237,1420491,16.684
"Total","Hawaii","15",,,2921,26668414,10.953
,"Idaho","16","1999","1999",66,1275674,5.174
,"Idaho","16","2000","2000",70,1293953,5.410
,"Idaho","16","2001","2001",99,1319962,7.500
,"Idaho","16","2002","2002",123,1340372,9.177
,"Idaho","16","2003","2003",118,1363380,8.655
,"Idaho","16","2004","2004",113,1391802,8.119
,"Idaho","16","2005","2005",118,1428241,8.262
,"Idaho","16","2006","2006",147,1468669,10.009
,"Idaho","16","2007","2007",133,1505105,8.837
,"Idaho","16","2008","2008",152,1534320,9.907
,"Idaho","16","2009","2009",181,1554439,11.644
,"Idaho","16","2010","2010",184,1567582,11.738
,"Idaho","16","2011","2011",199,1584985,12.555
,"Idaho","16","2012","2012",188,1595728,11.781
,"Idaho","16","2013","2013",217,1612136,13.460
,"Idaho","16","2014","2014",218,1634464,13.338
,"Idaho","16","2015","2015",224,1654930,13.535
,"Idaho","16","2016","2016",260,1683140,15.447
,"Idaho","16","2017","2017",264,1716943,15.376
,"Idaho","16","2018","2018",274,1754208,15.620
"Total","Idaho","16",,,3348,30280033,11.057
,"Illinois","17","1999","1999",872,12359020,7.056
,"Illinois","17","2000","2000",910,12419293,7.327
,"Illinois","17","2001","2001",930,12488445,7.447
,"Illinois","17","2002","2002",1030,12525556,8.223
,"Illinois","17","2003","2003",872,12556006,6.945
,"Illinois","17","2004","2004",1080,12589773,8.578
,"Illinois","17","2005","2005",1140,12609903,9.041
,"Illinois","17","2006","2006",1423,12643955,11.254
,"Illinois","17","2007","2007",1239,12695866,9.759
,"Illinois","17","2008","2008",1412,12747038,11.077
,"Illinois","17","2009","2009",1427,12796778,11.151
,"Illinois","17","2010","2010",1344,12830632,10.475
,"Illinois","17","2011","2011",1459,12869257,11.337
,"Illinois","17","2012","2012",1667,12875255,12.947
,"Illinois","17","2013","2013",1607,12882135,12.475
,"Illinois","17","2014","2014",1736,12880580,13.478
,"Illinois","17","2015","2015",1872,12859995,14.557
,"Illinois","17","2016","2016",2455,12801539,19.177
,"Illinois","17","2017","2017",2812,12802023,21.965
,"Illinois","17","2018","2018",2770,12741080,21.741
"Total","Illinois","17",,,30057,253974129,11.835
,"Indiana","18","1999","1999",251,6044969,4.152
,"Indiana","18","2000","2000",289,6080485,4.753
,"Indiana","18","2001","2001",348,6127760,5.679
,"Indiana","18","2002","2002",345,6155967,5.604
,"Indiana","18","2003","2003",498,6196638,8.037
,"Indiana","18","2004","2004",606,6233007,9.722
,"Indiana","18","2005","2005",665,6278616,10.592
,"Indiana","18","2006","2006",773,6332669,12.207
,"Indiana","18","2007","2007",827,6379599,12.963
,"Indiana","18","2008","2008",869,6424806,13.526
,"Indiana","18","2009","2009",929,6459325,14.382
,"Indiana","18","2010","2010",964,6483802,14.868
,"Indiana","18","2011","2011",1006,6516922,15.437
,"Indiana","18","2012","2012",1056,6537334,16.153
,"Indiana","18","2013","2013",1122,6570902,17.075
,"Indiana","18","2014","2014",1233,6596855,18.691
,"Indiana","18","2015","2015",1310,6619680,19.789
,"Indiana","18","2016","2016",1574,6633053,23.730
,"Indiana","18","2017","2017",1925,6666818,28.874
,"Indiana","18","2018","2018",1684,6691878,25.165
"Total","Indiana","18",,,18274,128031085,14.273
,"Iowa","19","1999","1999",59,2917634,2.022
,"Iowa","19","2000","2000",79,2926324,2.700
,"Iowa","19","2001","2001",90,2931997,3.070
,"Iowa","19","2002","2002",101,2934234,3.442
,"Iowa","19","2003","2003",110,2941999,3.739
,"Iowa","19","2004","2004",132,2953635,4.469
,"Iowa","19","2005","2005",154,2964454,5.195
,"Iowa","19","2006","2006",199,2982644,6.672
,"Iowa","19","2007","2007",211,2999212,7.035
,"Iowa","19","2008","2008",214,3016734,7.094
,"Iowa","19","2009","2009",213,3032870,7.023
,"Iowa","19","2010","2010",258,3046355,8.469
,"Iowa","19","2011","2011",265,3062309,8.654
,"Iowa","19","2012","2012",268,3074186,8.718
,"Iowa","19","2013","2013",287,3090416,9.287
,"Iowa","19","2014","2014",273,3107126,8.786
,"Iowa","19","2015","2015",332,3123899,10.628
,"Iowa","19","2016","2016",338,3134693,10.783
,"Iowa","19","2017","2017",357,3145711,11.349
,"Iowa","19","2018","2018",304,3156145,9.632
"Total","Iowa","19",,,4244,60542577,7.010
,"Kansas","20","1999","1999",100,2678338,3.734
,"Kansas","20","2000","2000",112,2688418,4.166
,"Kansas","20","2001","2001",148,2702162,5.477
,"Kansas","20","2002","2002",189,2713535,6.965
,"Kansas","20","2003","2003",197,2723004,7.235
,"Kansas","20","2004","2004",238,2734373,8.704
,"Kansas","20","2005","2005",284,2745299,10.345
,"Kansas","20","2006","2006",292,2762931,10.568
,"Kansas","20","2007","2007",294,2783785,10.561
,"Kansas","20","2008","2008",241,2808076,8.582
,"Kansas","20","2009","2009",318,2832704,11.226
,"Kansas","20","2010","2010",288,2853118,10.094
,"Kansas","20","2011","2011",317,2871238,11.041
,"Kansas","20","2012","2012",341,2885905,11.816
,"Kansas","20","2013","2013",356,2893957,12.301
,"Kansas","20","2014","2014",349,2904021,12.018
,"Kansas","20","2015","2015",349,2911641,11.986
,"Kansas","20","2016","2016",333,2907289,11.454
,"Kansas","20","2017","2017",360,2913123,12.358
,"Kansas","20","2018","2018",371,2911505,12.743
"Total","Kansas","20",,,5477,56224422,9.741
,"Kentucky","21","1999","1999",215,4018053,5.351
,"Kentucky","21","2000","2000",257,4041769,6.359
,"Kentucky","21","2001","2001",370,4068132,9.095
,"Kentucky","21","2002","2002",451,4089875,11.027
,"Kentucky","21","2003","2003",588,4117170,14.282
,"Kentucky","21","2004","2004",559,4146101,13.483
,"Kentucky","21","2005","2005",662,4182742,15.827
,"Kentucky","21","2006","2006",766,4219239,18.155
,"Kentucky","21","2007","2007",722,4256672,16.962
,"Kentucky","21","2008","2008",779,4289878,18.159
,"Kentucky","21","2009","2009",786,4317074,18.207
,"Kentucky","21","2010","2010",1036,4339367,23.874
,"Kentucky","21","2011","2011",1099,4369356,25.152
,"Kentucky","21","2012","2012",1126,4380415,25.705
,"Kentucky","21","2013","2013",1049,4395295,23.866
,"Kentucky","21","2014","2014",1128,4413457,25.558
,"Kentucky","21","2015","2015",1332,4425092,30.101
,"Kentucky","21","2016","2016",1525,4436974,34.370
,"Kentucky","21","2017","2017",1662,4454189,37.313
,"Kentucky","21","2018","2018",1407,4468402,31.488
"Total","Kentucky","21",,,17519,85429252,20.507
,"Louisiana","22","1999","1999",246,4460811,5.515
,"Louisiana","22","2000","2000",335,4468976,7.496
,"Louisiana","22","2001","2001",351,4477875,7.839
,"Louisiana","22","2002","2002",468,4497267,10.406
,"Louisiana","22","2003","2003",630,4521042,13.935
,"Louisiana","22","2004","2004",656,4552238,14.410
,"Louisiana","22","2005","2005",752,4576628,16.431
,"Louisiana","22","2006","2006",800,4302665,18.593
,"Louisiana","22","2007","2007",862,4375581,19.700
,"Louisiana","22","2008","2008",686,4435586,15.466
,"Louisiana","22","2009","2009",623,4491648,13.870
,"Louisiana","22","2010","2010",616,4533372,13.588
,"Louisiana","22","2011","2011",618,4574836,13.509
,"Louisiana","22","2012","2012",588,4601893,12.777
,"Louisiana","22","2013","2013",836,4625470,18.074
,"Louisiana","22","2014","2014",810,4649676,17.421
,"Louisiana","22","2015","2015",901,4670724,19.290
,"Louisiana","22","2016","2016",1036,4681666,22.129
,"Louisiana","22","2017","2017",1138,4684333,24.294
,"Louisiana","22","2018","2018",1186,4659978,25.451
"Total","Louisiana","22",,,14138,90842265,15.563
,"Maine","23","1999","1999",70,1266808,5.526
,"Maine","23","2000","2000",62,1274923,4.863
,"Maine","23","2001","2001",92,1285692,7.156
,"Maine","23","2002","2002",147,1295960,11.343
,"Maine","23","2003","2003",134,1306513,10.256
,"Maine","23","2004","2004",145,1313688,11.038
,"Maine","23","2005","2005",168,1318787,12.739
,"Maine","23","2006","2006",166,1323619,12.541
,"Maine","23","2007","2007",161,1327040,12.132
,"Maine","23","2008","2008",162,1330509,12.176
,"Maine","23","2009","2009",182,1329590,13.688
,"Maine","23","2010","2010",140,1328361,10.539
,"Maine","23","2011","2011",160,1328188,12.046
,"Maine","23","2012","2012",157,1329192,11.812
,"Maine","23","2013","2013",183,1328302,13.777
,"Maine","23","2014","2014",227,1330089,17.067
,"Maine","23","2015","2015",278,1329328,20.913
,"Maine","23","2016","2016",369,1331479,27.714
,"Maine","23","2017","2017",443,1335907,33.161
,"Maine","23","2018","2018",364,1338404,27.197
"Total","Maine","23",,,3810,26352379,14.458
,"Maryland","24","1999","1999",660,5254509,12.561
,"Maryland","24","2000","2000",657,5296486,12.404
,"Maryland","24","2001","2001",676,5374691,12.577
,"Maryland","24","2002","2002",759,5440389,13.951
,"Maryland","24","2003","2003",834,5496269,15.174
,"Maryland","24","2004","2004",721,5546935,12.998
,"Maryland","24","2005","2005",696,5592379,12.446
,"Maryland","24","2006","2006",805,5627367,14.305
,"Maryland","24","2007","2007",807,5653408,14.275
,"Maryland","24","2008","2008",731,5684965,12.858
,"Maryland","24","2009","2009",768,5730388,13.402
,"Maryland","24","2010","2010",674,5773552,11.674
,"Maryland","24","2011","2011",731,5828289,12.542
,"Maryland","24","2012","2012",860,5884563,14.615
,"Maryland","24","2013","2013",908,5928814,15.315
,"Maryland","24","2014","2014",1095,5976407,18.322
,"Maryland","24","2015","2015",1320,6006401,21.977
,"Maryland","24","2016","2016",2089,6016447,34.721
,"Maryland","24","2017","2017",2296,6052177,37.937
,"Maryland","24","2018","2018",2385,6042718,39.469
"Total","Maryland","24",,,20472,114207154,17.925
,"Massachusetts","25","1999","1999",512,6317345,8.105
,"Massachusetts","25","2000","2000",484,6349097,7.623
,"Massachusetts","25","2001","2001",714,6397634,11.160
,"Massachusetts","25","2002","2002",736,6417206,11.469
,"Massachusetts","25","2003","2003",876,6422565,13.639
,"Massachusetts","25","2004","2004",704,6412281,10.979
,"Massachusetts","25","2005","2005",867,6403290,13.540
,"Massachusetts","25","2006","2006",1021,6410084,15.928
,"Massachusetts","25","2007","2007",1003,6431559,15.595
,"Massachusetts","25","2008","2008",885,6468967,13.681
,"Massachusetts","25","2009","2009",916,6517613,14.054
,"Massachusetts","25","2010","2010",836,6547629,12.768
,"Massachusetts","25","2011","2011",1017,6587536,15.438
,"Massachusetts","25","2012","2012",976,6646144,14.685
,"Massachusetts","25","2013","2013",1200,6692824,17.930
,"Massachusetts","25","2014","2014",1402,6745408,20.785
,"Massachusetts","25","2015","2015",1851,6794422,27.243
,"Massachusetts","25","2016","2016",2379,6811779,34.925
,"Massachusetts","25","2017","2017",2323,6859819,33.864
,"Massachusetts","25","2018","2018",2391,6902149,34.641
"Total","Massachusetts","25",,,23093,131135351,17.610
,"Michigan","26","1999","1999",708,9897116,7.154
,"Michigan","26","2000","2000",871,9938444,8.764
,"Michigan","26","2001","2001",955,9991120,9.558
,"Michigan","26","2002","2002",1080,10015710,10.783
,"Michigan","26","2003","2003",1062,10041152,10.576
,"Michigan","26","2004","2004",1208,10055315,12.014
,"Michigan","26","2005","2005",1398,10051137,13.909
,"Michigan","26","2006","2006",1661,10036081,16.550
,"Michigan","26","2007","2007",1542,10001284,15.418
,"Michigan","26","2008","2008",1575,9946889,15.834
,"Michigan","26","2009","2009",1750,9901591,17.674
,"Michigan","26","2010","2010",1723,9883640,17.433
,"Michigan","26","2011","2011",1702,9876187,17.233
,"Michigan","26","2012","2012",1623,9883360,16.422
,"Michigan","26","2013","2013",1812,9895622,18.311
,"Michigan","26","2014","2014",2048,9909877,20.666
,"Michigan","26","2015","2015",2316,9922576,23.341
,"Michigan","26","2016","2016",2701,9928300,27.205
,"Michigan","26","2017","2017",3034,9962311,30.455
,"Michigan","26","2018","2018",2840,9995915,28.412
"Total","Michigan","26",,,33609,199133627,16.878
,"Minnesota","27","1999","1999",169,4873481,3.468
,"Minnesota","27","2000","2000",161,4919479,3.273
,"Minnesota","27","2001","2001",226,4982796,4.536
,"Minnesota","27","2002","2002",241,5018935,4.802
,"Minnesota","27","2003","2003",296,5053572,5.857
,"Minnesota","27","2004","2004",302,5087713,5.936
,"Minnesota","27","2005","2005",338,5119598,6.602
,"Minnesota","27","2006","2006",378,5163555,7.321
,"Minnesota","27","2007","2007",359,5207203,6.894
,"Minnesota","27","2008","2008",398,5247018,7.585
,"Minnesota","27","2009","2009",441,5281203,8.350
,"Minnesota","27","2010","2010",427,5303925,8.051
,"Minnesota","27","2011","2011",557,5344861,10.421
,"Minnesota","27","2012","2012",539,5379139,10.020
,"Minnesota","27","2013","2013",579,5420380,10.682
,"Minnesota","27","2014","2014",586,5457173,10.738
,"Minnesota","27","2015","2015",653,5489594,11.895
,"Minnesota","27","2016","2016",750,5519952,13.587
,"Minnesota","27","2017","2017",825,5576606,14.794
,"Minnesota","27","2018","2018",736,5611179,13.117
"Total","Minnesota","27",,,8961,105057362,8.530
,"Mississippi","28","1999","1999",101,2828408,3.571
,"Mississippi","28","2000","2000",123,2844658,4.324
,"Mississippi","28","2001","2001",183,2852994,6.414
,"Mississippi","28","2002","2002",202,2858681,7.066
,"Mississippi","28","2003","2003",225,2868312,7.844
,"Mississippi","28","2004","2004",245,2889010,8.480
,"Mississippi","28","2005","2005",263,2905943,9.050
,"Mississippi","28","2006","2006",368,2904978,12.668
,"Mississippi","28","2007","2007",334,2928350,11.406
,"Mississippi","28","2008","2008",321,2947806,10.889
,"Mississippi","28","2009","2009",345,2958774,11.660
,"Mississippi","28","2010","2010",353,2967297,11.896
,"Mississippi","28","2011","2011",317,2978512,10.643
,"Mississippi","28","2012","2012",328,2984926,10.989
,"Mississippi","28","2013","2013",327,2991207,10.932
,"Mississippi","28","2014","2014",361,2994079,12.057
,"Mississippi","28","2015","2015",369,2992333,12.332
,"Mississippi","28","2016","2016",374,2988726,12.514
,"Mississippi","28","2017","2017",387,2984100,12.969
,"Mississippi","28","2018","2018",334,2986530,11.184
"Total","Mississippi","28",,,5860,58655624,9.991
,"Missouri","29","1999","1999",294,5561948,5.286
,"Missouri","29","2000","2000",327,5595211,5.844
,"Missouri","29","2001","2001",381,5641142,6.754
,"Missouri","29","2002","2002",443,5674825,7.806
,"Missouri","29","2003","2003",550,5709403,9.633
,"Missouri","29","2004","2004",574,5747741,9.987
,"Missouri","29","2005","2005",640,5790300,11.053
,"Missouri","29","2006","2006",765,5842704,13.093
,"Missouri","29","2007","2007",730,5887612,12.399
,"Missouri","29","2008","2008",779,5923916,13.150
,"Missouri","29","2009","2009",881,5961088,14.779
,"Missouri","29","2010","2010",1024,5988927,17.098
,"Missouri","29","2011","2011",990,6010688,16.471
,"Missouri","29","2012","2012",961,6021988,15.958
,"Missouri","29","2013","2013",1041,6044171,17.223
,"Missouri","29","2014","2014",1107,6063589,18.257
,"Missouri","29","2015","2015",1098,6083672,18.048
,"Missouri","29","2016","2016",1418,6093000,23.273
,"Missouri","29","2017","2017",1426,6113532,23.325
,"Missouri","29","2018","2018",1660,6126452,27.096
"Total","Missouri","29",,,17089,117881909,14.497
,"Montana","30","1999","1999",48,897507,5.348
,"Montana","30","2000","2000",47,902195,5.210
,"Montana","30","2001","2001",62,906961,6.836
,"Montana","30","2002","2002",85,911667,9.324
,"Montana","30","2003","2003",116,919630,12.614
,"Montana","30","2004","2004",119,930009,12.796
,"Montana","30","2005","2005",119,940102,12.658
,"Montana","30","2006","2006",121,952692,12.701
,"Montana","30","2007","2007",132,964706,13.683
,"Montana","30","2008","2008",141,976415,14.441
,"Montana","30","2009","2009",147,983982,14.939
,"Montana","30","2010","2010",123,989415,12.432
,"Montana","30","2011","2011",150,998199,15.027
,"Montana","30","2012","2012",129,1005141,12.834
,"Montana","30","2013","2013",156,1015165,15.367
,"Montana","30","2014","2014",145,1023579,14.166
,"Montana","30","2015","2015",152,1032949,14.715
,"Montana","30","2016","2016",136,1042520,13.045
,"Montana","30","2017","2017",132,1050493,12.566
,"Montana","30","2018","2018",138,1062305,12.991
"Total","Montana","30",,,2398,19505632,12.294
,"Nebraska","31","1999","1999",41,1704764,2.405
,"Nebraska","31","2000","2000",52,1711263,3.039
,"Nebraska","31","2001","2001",69,1719836,4.012
,"Nebraska","31","2002","2002",69,1728292,3.992
,"Nebraska","31","2003","2003",88,1738643,5.061
,"Nebraska","31","2004","2004",91,1749370,5.202
