payor_plan_id,payor_plan,payor_plan_var
4560293,ADVANTRA RX PDP GENERAL (MO),
4560292,ADVANTRA RX PDP GENERAL (MS),
4560294,ADVANTRA RX PDP GENERAL (MT),
4560301,ADVANTRA RX PDP GENERAL (NC),
4560302,ADVANTRA RX PDP GENERAL (ND),
4560295,ADVANTRA RX PDP GENERAL (NE),
4560297,ADVANTRA RX PDP GENERAL (NH),
4560298,ADVANTRA RX PDP GENERAL (NJ),
4560299,ADVANTRA RX PDP GENERAL (NM),
4560296,ADVANTRA RX PDP GENERAL (NV),
4560300,ADVANTRA RX PDP GENERAL (NY),
4560303,ADVANTRA RX PDP GENERAL (OH),
4560304,ADVANTRA RX PDP GENERAL (OK),
4560305,ADVANTRA RX PDP GENERAL (OR),
4560306,ADVANTRA RX PDP GENERAL (PA),
4560307,ADVANTRA RX PDP GENERAL (RI),
4560308,ADVANTRA RX PDP GENERAL (SC),
4560309,ADVANTRA RX PDP GENERAL (SD),
4560310,ADVANTRA RX PDP GENERAL (TN),
4560311,ADVANTRA RX PDP GENERAL (TX),
4560312,ADVANTRA RX PDP GENERAL (UT),
4560314,ADVANTRA RX PDP GENERAL (VA),
4560313,ADVANTRA RX PDP GENERAL (VT),
4560315,ADVANTRA RX PDP GENERAL (WA),
4560316,ADVANTRA RX PDP GENERAL (WI),
4560318,ADVANTRA RX PDP GENERAL (WV),
4560317,ADVANTRA RX PDP GENERAL (WY),
4560063,ADVANTRA RX PREMIER (AL),
4560069,ADVANTRA RX PREMIER (AZ),
4560075,ADVANTRA RX PREMIER (CA),
4560090,ADVANTRA RX PREMIER (FL),
4560093,ADVANTRA RX PREMIER (GA),
4560237,ADVANTRA RX PREMIER GENERAL,
4560099,ADVANTRA RX PREMIER (ID),
4560102,ADVANTRA RX PREMIER (IL),
4560105,ADVANTRA RX PREMIER (IN),
4560114,ADVANTRA RX PREMIER (KY),
4560117,ADVANTRA RX PREMIER (LA),
4560123,ADVANTRA RX PREMIER (MD),
4560129,ADVANTRA RX PREMIER (MI),
4560138,ADVANTRA RX PREMIER (MO),
4560135,ADVANTRA RX PREMIER (MS),
4560162,ADVANTRA RX PREMIER (NC),
4560153,ADVANTRA RX PREMIER (NJ),
4560147,ADVANTRA RX PREMIER (NV),
4560168,ADVANTRA RX PREMIER (OH),
4560171,ADVANTRA RX PREMIER (OK),
4560177,ADVANTRA RX PREMIER (PA),
4560215,ADVANTRA RX PREMIER PLUS GENERAL,
4560189,ADVANTRA RX PREMIER (TN),
4560192,ADVANTRA RX PREMIER (TX),
4560210,ADVANTRA RX PREMIER (WI),
4560062,ADVANTRA RX VALUE (AL),
4560068,ADVANTRA RX VALUE (AZ),
4560077,ADVANTRA RX VALUE (CO),
4560089,ADVANTRA RX VALUE (FL),
4560092,ADVANTRA RX VALUE (GA),
4560217,ADVANTRA RX VALUE GENERAL,
4560107,ADVANTRA RX VALUE (IA),
4560098,ADVANTRA RX VALUE (ID),
4560101,ADVANTRA RX VALUE (IL),
4560104,ADVANTRA RX VALUE (IN),
4560113,ADVANTRA RX VALUE (KY),
4560116,ADVANTRA RX VALUE (LA),
4560128,ADVANTRA RX VALUE (MI),
4560134,ADVANTRA RX VALUE (MS),
4560161,ADVANTRA RX VALUE (NC),
4560164,ADVANTRA RX VALUE (ND),
4560152,ADVANTRA RX VALUE (NJ),
4560158,ADVANTRA RX VALUE (NY),
4560167,ADVANTRA RX VALUE (OH),
4560170,ADVANTRA RX VALUE (OK),
4560203,ADVANTRA RX VALUE (WA),
4560209,ADVANTRA RX VALUE (WI),
4560053,ADVANTRA X-TRA MEDICARE DISC,
10250004,ADVENTIS MIDWEST HEALTH (IL),
30180003,ADVENTIST HEALTH,
10250001,ADVENTIST HEALTH SYSTEM,
28800002,ADVENTIST RISK MANAGEMENT EGWP,
25550003,ADVICARE ADVOCATE (SC),
22760001,ADVOCATE HEALTHCARE (IL),
13570001,AECOM TECHNOLOGY COMPANY,
32150001,AEGON USA LLC,
8750001,AEROJET ROCKETDYNE HOLDINGS,
31418,AETNA BETTER HEALTH (CA),
30831,AETNA BETTER HEALTH CHIP (PA),
30998,AETNA BETTER HEALTH FIDA (NY),
31273,AETNA BETTER HEALTH (FL),
30750,AETNA BETTER HEALTH (IL),
31267,AETNA BETTER HEALTH (KY),
30988,AETNA BETTER HEALTH (LA),
31374,AETNA BETTER HEALTH (MD),
31248,AETNA BETTER HEALTH (MI),
31249,AETNA BETTER HEALTH (MO),
30997,AETNA BETTER HEALTH (NE),
30914,AETNA BETTER HEALTH (NJ),
31294,AETNA BETTER HEALTH (NV),
30833,AETNA BETTER HEALTH (OH),
30751,AETNA BETTER HEALTH (PA),
30999,AETNA BETTER HEALTH PCO (PA),
30858,AETNA BETTER HEALTH PREMIER (IL),
31000,AETNA BETTER HEALTH PREMIER (MI),
30755,AETNA BETTER HEALTH (TX),
31272,AETNA BETTER HEALTH (VA),
31274,AETNA BETTER HEALTH (WV),
31296,AETNA BETTER HLTH CCC PLS (VA),
30612,AETNA FEHBP DC METRO,
30096,AETNA INC-(AK) ALASKA PPO,
30143,AETNA INC-(AL) BIRMNG PPO,
30097,AETNA INC-(AL) MOBILE PPO,
30144,AETNA INC-(AR) AR PPO,
30017,AETNA INC (AZ) ARIZONA,
30138,AETNA INC.-(CA) BPS HEALTH,
30024,AETNA INC -(CA) CA HMO,
30086,AETNA INC.-(CA) CA PPO,
30061,AETNA INC-(CO) COLORADO,
30044,AETNA INC-(CT) CT,
30046,AETNA INC-(DE) DELAWARE,
30039,AETNA INC-(FL) BREVARD,
30034,AETNA INC-(FL) FT MYERS,
30063,AETNA INC-(FL) JACKSONVLL,
30037,AETNA INC-(FL) ORLANDO,
30087,AETNA INC-(FL) S FLORIDA,
30008,AETNA INC (FL) TAMPA,
30047,AETNA INC-(GA),
30163,AETNA INC-(HI) HAWAII PPO,
30010,AETNA INC (IL) CHICAGO,
30088,AETNA INC-(IN) IN PPO,
30090,AETNA INC-(KS) KS CTY PPO,
30161,AETNA INC-(KY) LEXINGTON,
30077,AETNA INC-(KY) LOUISVILLE,
30749,AETNA INC-(LA) LOUISIANA PPO,
30048,AETNA INC-(MA) MASS,
30049,AETNA INC-(MD)BALT/DC/NVA,
30145,AETNA INC-(ME) MAINE,
30168,AETNA INC-(MI) DOW CHEMICAL,
30141,AETNA INC-(MI) MICHIGAN,
30089,AETNA INC-(MI) MI PPO,
30091,AETNA INC-(MN) MN PPO,
30040,AETNA INC-(MO) COLUMBIA,
30164,AETNA INC-(MO)KANSAS CITY,
30099,AETNA INC-(MS) GLFPRT PPO,
30139,AETNA INC-(MT) MT PPO,
30050,AETNA INC-(NC) CHARLOTTE,
30165,AETNA INC-(NC) RALEIGH,
30100,AETNA INC-(NE) OMAHA PPO,
30035,AETNA INC-(NJ) N NJ,
30052,AETNA INC-(NJ) S NJ,
30101,AETNA INC-(NM) NM PPO,
30079,AETNA INC-(NV) LAS VEGAS,
30140,AETNA INC-(NV) RENO,
30053,AETNA INC-(NY) NEW YORK,
30095,AETNA INC-(NY) UPSTATE NY,
30031,AETNA INC-(OH) CENTRAL OH,
30009,AETNA INC (OH) NORTH OH,
30036,AETNA INC-(OH) OH VALLEY,
30080,AETNA INC-(OH) TOLEDO NW,
30160,AETNA INC-(OK) OK CITY,
30084,AETNA INC-(OK) OK PPO,
30142,AETNA INC.-(OK) TULSA,
30102,AETNA INC-(OR) OREGON PPO,
30082,AETNA INC-(PA) BERKS CNTY,
30081,AETNA INC-(PA) NE PA,
30054,AETNA INC-(PA) PITTSBURGH,
30058,AETNA INC-(PA) S CTRL PA,
30055,AETNA INC-(PA) SE PA,
30156,AETNA INC-(PR) PUERTO RICO,
30060,AETNA INC-(RI) RI,
30056,AETNA INC-(SC) CAROLINAS,
30103,AETNA INC-(SD) SD PPO,
30012,AETNA INC (TN) NASHVILLE,
30158,AETNA INC-(TN)TRI-CITIES,
30162,AETNA INC-(TX) AUSTIN,
30083,AETNA INC-(TX) ELPASO,
30015,AETNA INC (TX) HOUSTON,
30075,AETNA INC-(TX) N TEXAS,
30078,AETNA INC-(TX) SAN ANTON,
39999,AETNA INC-UNSPECIFIED,
30104,AETNA INC-(UT) UTAH PPO,
30057,AETNA INC-(VA) N VA,
30038,AETNA INC (VA) RICHMOND,
30062,AETNA INC-(WA) SEATTLE,
30092,AETNA INC-(WI) WI PPO,
30085,AETNA INC-(WV) WV/E OH,
30329,AETNA MDCR PRMR GAP (CA),
30183,AETNA MEDCR RX COSTCO PLUS (CA),
30186,AETNA MEDCR RX COSTCO PLUS (CO),
30198,AETNA MEDCR RX COSTCO PLUS (FL),
30210,AETNA MEDCR RX COSTCO PLUS (IL),
30237,AETNA MEDCR RX COSTCO PLUS (MI),
30255,AETNA MEDCR RX COSTCO PLUS (NV),
30267,AETNA MEDCR RX COSTCO PLUS (NY),
30276,AETNA MEDCR RX COSTCO PLUS (OH),
30309,AETNA MEDCR RX COSTCO PLUS (VA),
30312,AETNA MEDCR RX COSTCO PLUS (WA),
30405,AETNA MEDCR RX ESSENT GENERAL,
30171,AETNA MEDCR RX PLUS (AL),
30180,AETNA MEDCR RX PLUS (AR),
30189,AETNA MEDCR RX PLUS (CT),
30195,AETNA MEDCR RX PLUS (DE),
30406,AETNA MEDCR RX PLUS GENERAL,
30216,AETNA MEDCR RX PLUS (IA),
30213,AETNA MEDCR RX PLUS (IN),
30222,AETNA MEDCR RX PLUS (KY),
30225,AETNA MEDCR RX PLUS (LA),
30231,AETNA MEDCR RX PLUS (MD),
30246,AETNA MEDCR RX PLUS (MO),
30270,AETNA MEDCR RX PLUS (NC),
30273,AETNA MEDCR RX PLUS (ND),
30252,AETNA MEDCR RX PLUS (NE),
30261,AETNA MEDCR RX PLUS (NJ),
30279,AETNA MEDCR RX PLUS (OK),
30285,AETNA MEDCR RX PLUS (PA),
30297,AETNA MEDCR RX PLUS (TN),
30300,AETNA MEDCR RX PLUS (TX),
30318,AETNA MEDCR RX PLUS (WI),
30315,AETNA MEDCR RX PLUS (WV),
30172,AETNA MEDCR RX PREMIER (AL),
30184,AETNA MEDCR RX PREMIER (CA),
30190,AETNA MEDCR RX PREMIER (CT),
30193,AETNA MEDCR RX PREMIER (DC),
30196,AETNA MEDCR RX PREMIER (DE),
30199,AETNA MEDCR RX PREMIER (FL),
30202,AETNA MEDCR RX PREMIER (GA),
30407,AETNA MEDCR RX PREMIER GENERAL,
30208,AETNA MEDCR RX PREMIER (ID),
30211,AETNA MEDCR RX PREMIER (IL),
30214,AETNA MEDCR RX PREMIER (IN),
30223,AETNA MEDCR RX PREMIER (KY),
30226,AETNA MEDCR RX PREMIER (LA),
30232,AETNA MEDCR RX PREMIER (MD),
30238,AETNA MEDCR RX PREMIER (MI),
30241,AETNA MEDCR RX PREMIER (MN),
30247,AETNA MEDCR RX PREMIER (MO),
30244,AETNA MEDCR RX PREMIER (MS),
30271,AETNA MEDCR RX PREMIER (NC),
30262,AETNA MEDCR RX PREMIER (NJ),
30268,AETNA MEDCR RX PREMIER (NY),
30277,AETNA MEDCR RX PREMIER (OH),
30283,AETNA MEDCR RX PREMIER (OR),
30286,AETNA MEDCR RX PREMIER (PA),
30292,AETNA MEDCR RX PREMIER (SC),
30298,AETNA MEDCR RX PREMIER (TN),
30301,AETNA MEDCR RX PREMIER (TX),
30310,AETNA MEDCR RX PREMIER (VA),
30313,AETNA MEDCR RX PREMIER (WA),
30319,AETNA MEDCR RX PREMIER (WI),
30316,AETNA MEDCR RX PREMIER (WV),
30170,AETNA MEDCR RX SAVER (AL),
30179,AETNA MEDCR RX SAVER (AR),
30176,AETNA MEDCR RX SAVER (AZ),
30182,AETNA MEDCR RX SAVER (CA),
30185,AETNA MEDCR RX SAVER (CO),
30188,AETNA MEDCR RX SAVER (CT),
30191,AETNA MEDCR RX SAVER (DC),
30194,AETNA MEDCR RX SAVER (DE),
30197,AETNA MEDCR RX SAVER (FL),
30200,AETNA MEDCR RX SAVER (GA),
30203,AETNA MEDCR RX SAVER (HI),
30215,AETNA MEDCR RX SAVER (IA),
30206,AETNA MEDCR RX SAVER (ID),
30209,AETNA MEDCR RX SAVER (IL),
30212,AETNA MEDCR RX SAVER (IN),
30218,AETNA MEDCR RX SAVER (KS),
30221,AETNA MEDCR RX SAVER (KY),
30224,AETNA MEDCR RX SAVER (LA),
30233,AETNA MEDCR RX SAVER (MA),
30230,AETNA MEDCR RX SAVER (MD),
30227,AETNA MEDCR RX SAVER (ME),
30236,AETNA MEDCR RX SAVER (MI),
30239,AETNA MEDCR RX SAVER (MN),
30245,AETNA MEDCR RX SAVER (MO),
30242,AETNA MEDCR RX SAVER (MS),
30248,AETNA MEDCR RX SAVER (MT),
30269,AETNA MEDCR RX SAVER (NC),
30272,AETNA MEDCR RX SAVER (ND),
30251,AETNA MEDCR RX SAVER (NE),
30257,AETNA MEDCR RX SAVER (NH),
30260,AETNA MEDCR RX SAVER (NJ),
30263,AETNA MEDCR RX SAVER (NM),
30254,AETNA MEDCR RX SAVER (NV),
30266,AETNA MEDCR RX SAVER (NY),
30275,AETNA MEDCR RX SAVER (OH),
30278,AETNA MEDCR RX SAVER (OK),
30281,AETNA MEDCR RX SAVER (OR),
30284,AETNA MEDCR RX SAVER (PA),
30287,AETNA MEDCR RX SAVER (RI),
30290,AETNA MEDCR RX SAVER (SC),
30293,AETNA MEDCR RX SAVER (SD),
30296,AETNA MEDCR RX SAVER (TN),
30299,AETNA MEDCR RX SAVER (TX),
30302,AETNA MEDCR RX SAVER (UT),
30308,AETNA MEDCR RX SAVER (VA),
30305,AETNA MEDCR RX SAVER (VT),
30311,AETNA MEDCR RX SAVER (WA),
30317,AETNA MEDCR RX SAVER (WI),
30314,AETNA MEDCR RX SAVER (WV),
30320,AETNA MEDCR RX SAVER (WY),
30413,AETNA MEDICARE D GENERAL,
30560,AETNA MEDICARE D GENERAL (AK),
30561,AETNA MEDICARE D GENERAL (AL),
30562,AETNA MEDICARE D GENERAL (AR),
30563,AETNA MEDICARE D GENERAL (AZ),
30564,AETNA MEDICARE D GENERAL (CA),
30565,AETNA MEDICARE D GENERAL (CO),
30566,AETNA MEDICARE D GENERAL (CT),
30567,AETNA MEDICARE D GENERAL (DC),
30568,AETNA MEDICARE D GENERAL (DE),
30569,AETNA MEDICARE D GENERAL (FL),
30570,AETNA MEDICARE D GENERAL (GA),
30571,AETNA MEDICARE D GENERAL (HI),
30572,AETNA MEDICARE D GENERAL (IA),
30573,AETNA MEDICARE D GENERAL (ID),
30574,AETNA MEDICARE D GENERAL (IL),
30575,AETNA MEDICARE D GENERAL (IN),
30576,AETNA MEDICARE D GENERAL (KS),
30577,AETNA MEDICARE D GENERAL (KY),
30578,AETNA MEDICARE D GENERAL (LA),
30579,AETNA MEDICARE D GENERAL (MA),
30580,AETNA MEDICARE D GENERAL (MD),
30581,AETNA MEDICARE D GENERAL (ME),
30582,AETNA MEDICARE D GENERAL (MI),
30583,AETNA MEDICARE D GENERAL (MN),
30584,AETNA MEDICARE D GENERAL (MO),
30585,AETNA MEDICARE D GENERAL (MS),
30586,AETNA MEDICARE D GENERAL (MT),
30587,AETNA MEDICARE D GENERAL (NC),
30588,AETNA MEDICARE D GENERAL (ND),
30589,AETNA MEDICARE D GENERAL (NE),
30590,AETNA MEDICARE D GENERAL (NH),
30591,AETNA MEDICARE D GENERAL (NJ),
30592,AETNA MEDICARE D GENERAL (NV),
30593,AETNA MEDICARE D GENERAL (NY),
30594,AETNA MEDICARE D GENERAL (OH),
30595,AETNA MEDICARE D GENERAL (OK),
30596,AETNA MEDICARE D GENERAL (OR),
30597,AETNA MEDICARE D GENERAL (PA),
30598,AETNA MEDICARE D GENERAL (RI),
30599,AETNA MEDICARE D GENERAL (SC),
30600,AETNA MEDICARE D GENERAL (SD),
30601,AETNA MEDICARE D GENERAL (TN),
30602,AETNA MEDICARE D GENERAL (TX),
30603,AETNA MEDICARE D GENERAL (UT),
30604,AETNA MEDICARE D GENERAL (VA),
30605,AETNA MEDICARE D GENERAL (VT),
30606,AETNA MEDICARE D GENERAL (WA),
30607,AETNA MEDICARE D GENERAL (WI),
30608,AETNA MEDICARE D GENERAL (WV),
30609,AETNA MEDICARE D GENERAL (WY),
30516,AETNA MEDICARE PDP GENERAL (AL),
30422,AETNA MEDICARE PDP GENERAL (AZ),
30526,AETNA MEDICARE PDP GENERAL (CA),
30427,AETNA MEDICARE PDP GENERAL (CO),
30527,AETNA MEDICARE PDP GENERAL (CT),
30423,AETNA MEDICARE PDP GENERAL (DC),
30419,AETNA MEDICARE PDP GENERAL (DE),
30528,AETNA MEDICARE PDP GENERAL (FL),
30426,AETNA MEDICARE PDP GENERAL (GA),
30530,AETNA MEDICARE PDP GENERAL (IA),
30428,AETNA MEDICARE PDP GENERAL (IL),
30532,AETNA MEDICARE PDP GENERAL (IN),
30533,AETNA MEDICARE PDP GENERAL (KS),
30534,AETNA MEDICARE PDP GENERAL (KY),
30535,AETNA MEDICARE PDP GENERAL (LA),
30536,AETNA MEDICARE PDP GENERAL (MA),
30418,AETNA MEDICARE PDP GENERAL (MD),
30537,AETNA MEDICARE PDP GENERAL (ME),
30538,AETNA MEDICARE PDP GENERAL (MI),
30539,AETNA MEDICARE PDP GENERAL (MN),
30540,AETNA MEDICARE PDP GENERAL (MO),
30541,AETNA MEDICARE PDP GENERAL (MS),
30542,AETNA MEDICARE PDP GENERAL (MT),
30543,AETNA MEDICARE PDP GENERAL (NC),
30545,AETNA MEDICARE PDP GENERAL (NE),
30546,AETNA MEDICARE PDP GENERAL (NH),
30547,AETNA MEDICARE PDP GENERAL (NJ),
30515,AETNA MEDICARE PDP GENERAL (NM),
30548,AETNA MEDICARE PDP GENERAL (NV),
30549,AETNA MEDICARE PDP GENERAL (NY),
30425,AETNA MEDICARE PDP GENERAL (OH),
30420,AETNA MEDICARE PDP GENERAL (PA),
30553,AETNA MEDICARE PDP GENERAL (SD),
30554,AETNA MEDICARE PDP GENERAL (TN),
30421,AETNA MEDICARE PDP GENERAL (TX),
30555,AETNA MEDICARE PDP GENERAL (UT),
30415,AETNA MEDICARE PDP GENERAL (VA),
30556,AETNA MEDICARE PDP GENERAL (VT),
30557,AETNA MEDICARE PDP GENERAL (WA),
30558,AETNA MEDICARE PDP GENERAL (WI),
30857,AETNA MYCARE (OH),
7000340011,AETNA PHARMACY MGT PLAN 0011,
7000340001,AETNA PHARMACY MGT (PROC-UNSP),
30167,AETNA RX SAVINGS MEDICARE CARD,
16640001,AFFILIATED COMPUTER SERVICES/ACS,
4470006,AFFINITY/CHILD HLTH PLUS (NY),
4470020,AFFINITY ENRICHED HEALTH (NY),
4470019,AFFINITY ESSENTIAL PLAN (NY),
4470001,AFFINITY HEALTH PLAN (NY),
4470013,AFFINITY HIX HMO GNRL,
4470004,AFFINITY MEDCR ADV GENERAL (NY),
19930001,AFFORDABLE MED SOLUTIONS/AMS,
22110001,AFLAC,
6280001,AFLCIO,
6280263,AFSCME COUNCIL 31 (IL),
6280039,AFSCME COUNCIL 8 CARE PLAN,
6280351,AFSCME DC 33 (PA),
6280036,AFSCME DC37 HLTH SEC PLAN (NY),
6280346,AFSCME DIST 1199J RETIREES (NJ),
6280210,AFSCME DISTRICT COUNCIL 47 (PA),
6280288,AFSCME LOCAL 1199C (PA),
6280034,AFT LOCAL 3 (PA),
16330004,AFTRA HEALTH FUND,
40430001,AGC GLASS COMPANY,
19330001,AGELITY DISC PRESCRIPTN PROGRAM,
7002520001,AGELITY RX (PROC-UNSP),
38650004,AGEWEL NEW YORK FIDA (NY),
16590001,AGFIRST FARM CREDIT BANK,
32040001,AGL RESOURCES,
32040002,AGL RESOURCES EGWP,
12190001,AGRI BANK FCB,
6300016,AGUA CALIENTE BAND CAHUILLA (CA),
5555550004,AHCCCS (AZ) UNSPECIFIED,
18530001,AHCO PRESCRIPTION PROGRAM,
41840001,AHOLD,
7700043,AIDS DRUG ASSIST PROGRAM (AK),
7700044,AIDS DRUG ASSIST PROGRAM (AL),
7700042,AIDS DRUG ASSIST PROGRAM (AR),
7700020,AIDS DRUG ASSIST PROGRAM (AZ),
7700001,AIDS DRUG ASSIST PROGRAM (CA),
7700041,AIDS DRUG ASSIST PROGRAM (CO),
7700002,AIDS DRUG ASSIST PROGRAM (CT),
7700039,AIDS DRUG ASSIST PROGRAM (DC),
7700040,AIDS DRUG ASSIST PROGRAM (DE),
7700023,AIDS DRUG ASSIST PROGRAM (FL),
7700034,AIDS DRUG ASSIST PROGRAM (GA),
7700038,AIDS DRUG ASSIST PROGRAM (HI),
7700035,AIDS DRUG ASSIST PROGRAM (IA),
7700037,AIDS DRUG ASSIST PROGRAM (ID),
7700036,AIDS DRUG ASSIST PROGRAM (IL),
7700003,AIDS DRUG ASSIST PROGRAM (IN),
7700004,AIDS DRUG ASSIST PROGRAM (KS),
7700005,AIDS DRUG ASSIST PROGRAM (KY),
7700053,AIDS DRUG ASSIST PROGRAM (LA),
7700006,AIDS DRUG ASSIST PROGRAM (MA),
7700007,AIDS DRUG ASSIST PROGRAM (MD),
7700018,AIDS DRUG ASSIST PROGRAM (ME),
7700008,AIDS DRUG ASSIST PROGRAM (MI),
7700009,AIDS DRUG ASSIST PROGRAM (MN),
7700049,AIDS DRUG ASSIST PROGRAM (MO),
7700050,AIDS DRUG ASSIST PROGRAM (MS),
7700033,AIDS DRUG ASSIST PROGRAM (NC),
7700045,AIDS DRUG ASSIST PROGRAM (ND),
7700010,AIDS DRUG ASSIST PROGRAM (NH),
7700047,AIDS DRUG ASSIST PROGRAM (NJ),
7700046,AIDS DRUG ASSIST PROGRAM (NM),
7700019,AIDS DRUG ASSIST PROGRAM (NV),
7700011,AIDS DRUG ASSIST PROGRAM (NY),
7700032,AIDS DRUG ASSIST PROGRAM (OH),
7700031,AIDS DRUG ASSIST PROGRAM (OK),
7700030,AIDS DRUG ASSIST PROGRAM (OR),
7700022,AIDS DRUG ASSIST PROGRAM (PA),
7700012,AIDS DRUG ASSIST PROGRAM (RI),
7700029,AIDS DRUG ASSIST PROGRAM (SC),
7700013,AIDS DRUG ASSIST PROGRAM (TN),
7700014,AIDS DRUG ASSIST PROGRAM (TX),
7709999,AIDS DRUG ASSIST PROGRAM UNSPEC,
7700015,AIDS DRUG ASSIST PROGRAM (UT),
7700026,AIDS DRUG ASSIST PROGRAM (VA),
7700016,AIDS DRUG ASSIST PROGRAM (VT),
7700025,AIDS DRUG ASSIST PROGRAM (WA),
7700055,AIDS DRUG ASSIST PROGRAM (WI),
7700017,AIDS DRUG ASSIST PROGRAM (WV),
16650001,AIRGAS,
39880001,AIR LIQUIDE INC,
33510001,AIR METHODS CORP,
22010002,AIR TRANS AIRWAYS,
28090001,AISD (TX),
16660001,AKER SOLUTIONS,
44040001,AKRON PUBLIC SCHOOLS (OH),
27180001,AK STEEL CORP,
12690001,AKZO NOBEL INC,
11640002,ALABAMA PERSONAL CHOICE (AL),
26220040,ALABAMA RX CARD,
28250001,ALACHUA CNTY CHOICE HLT SRV(FL),
7001150001,ALAGAP DATA SYSTEMS (PROC-UNSP),
5770001,ALAMEDA ALLIANCE FOR HEALTH (CA),
5770002,ALAMEDA ALLIANCE HEALTHY FAM(CA),
46000001,ALAMEDA HEALTH SYSTEM (CA),
2410001,ALASCRIPT,
6300002,ALASKA AREA NATIVE HLTH SVC (AK),
33539999,ALASKACARE HEALTH PLAN UNSP,
33530001,ALASKACARE HLTH PLN (AK),
33530002,ALASKACARE RETIREES (AK),
26220024,ALASKA RX CARD,
21570001,ALBERT EINSTEIN HLTHCR NETWK(PA),
6300003,ALBUQUERQUE AREA IHS (NM),
17510001,ALBUQUERQUE PUBLIC SCHOOLS (NM),
14750231,ALCATEL LUCENT PDP,
11170001,ALCOA INC,
11170002,ALCOA RETIREES,
33880001,ALCON,
16670001,ALDINE INDEPENDENT SCH DIST (TX),
40830001,ALERIS INC,
10920001,ALFA INSURANCE,
40640001,ALIEF IND SCHOOL DISTRICT (TX),
20720002,ALIGNMENT CALPLUS (CA),
20720008,ALIGNMENT HLTH MED ADV GNRL (CA),
20720001,ALIGNMENT MY CHOICE (CA),
20720003,ALIGNMENT PLATINUM (CA),
10180003,ALLCARE ADV GOLD PLUS RX (OR),
10180001,ALLCARE CCO (OR),
30010001,ALLEGANY CATTARAUGUS SCHLS (NY),
14290001,ALLEGHENY TECHNOLOGIES INC,
24120001,ALLEGIANCE BENEFIT PLAN MGT,
9900001,ALLEGIAN HEALTH PLAN (TX),
21200001,ALLEN COUNTY (IN),
41649999,ALLIANCE BENEFITS UNSPEC,
5770003,ALLIANCE COMPLETECARE (CA),
5770004,ALLIANCE GROUP CARE (CA),
90015,ALLIANCE MDCR RX PDP GNRL (MI),
90014,ALLIANCE MEDICARE RX OPT 1 (MI),
6140019,ALLIANCE PPO (MO),
30690001,ALLIANT ENERGY,
22800002,ALLIANT HEALTH PLAN (GA),
22800001,ALLIANT HEALTH PLAN PPO (GA),
22809999,ALLIANT HEALTH PLANS UNSP,HAMILTON HEALTHCARE SYSTEMS UNSP
22800018,ALLIANT HP HIX PPO GNRL (GA),HAMILTON HEALTHCARE HIX PPO GNRL
22060002,ALLIED BENEFIT SYSTEMS-ESI (IL),
22060001,ALLIED BENEFIT SYSTEMS-WHI (IL),
11920002,ALLIED RETIREES ASSOCIATES,
22490001,ALLINA HEALTH (MN),
30730001,ALLISON TRANSMISSIONS,
8888880001,ALL OTHER THIRD PARTY,
8990001,ALLSTATE CORPORATION,
6560003,ALLTEL CORP,
9650011,ALLWELL DUAL MDCR (OH),
9650012,ALLWELL DUAL MDCR (WI),
9650020,ALLWELL DUAL MEDICARE (GA),
9650066,ALLWELL DUAL MEDICARE GAP (FL),
9650125,ALLWELL MED SNP GNRL (FL),
7001900002,ALLWIN DATA SVCS/ERX PLAN 0002,
7001900007,ALLWIN DATA SVCS/ERX PLAN 0007,
7001900008,ALLWIN DATA SVCS/ERX PLAN 0008,
7001900011,ALLWIN DATA SVCS/ERX PLAN 0011,
7001900012,ALLWIN DATA SVCS/ERX PLAN 0012,
7001900013,ALLWIN DATA SVCS/ERX PLAN 0013,
7001900014,ALLWIN DATA SVCS/ERX PLAN 0014,
7001900001,ALLWIN DATA SVCS/ERX (PROC-UNSP),
4710003,ALOHA CARE ADVANTAGE PLUS (HI),
4710001,ALOHA CARE (HI),
4710004,ALOHA CARE MED ADV GENERAL (HI),
45970001,ALORICA,
35930004,ALPHACARE MED ADV GNRL (NY),
35930003,ALPHACARE RENEW (NY),
35930005,ALPHACARE SIGNATURE FIDA (NY),
35930001,ALPHACARE TOTAL (NY),
23020001,ALPHA NATURAL RESOURCES,
7001220001,ALPHA SCRIP INC (PROC-UNSP),
13670365,ALPHASCRIP INC VOUCHER PROGRAM,
29610001,ALRO STEEL,
36430001,ALSTOM,
42080001,ALTEC INDUSTRIES,
40310001,ALTERA CORPORATION,
44210001,ALTICE USA,
4560051,ALTIUS HEALTH PLAN (UT),
29320001,ALUM ROCK UNION ELEM SCHL DIST,
38050001,AMAC RX CARD,
12360001,AMA INSURANCE SERVICES,
15520001,AMARILLO INDEP SCHOOL DIST (TX),
21560001,AMARILLO NATIONAL BANK (TX),
35280001,AMAZON,
28020010,AMBASSADOR PLUS (NC),
28020009,AMBASSADOR PLUS (SC),
13670007,AMBIEN/SANOFI,
9220003,AMCARE HEALTH PLAN TEXAS (TX),
21160001,AME BENEFITS DISC CARD,
22220001,AMERAPLAN,
23190002,AMER CAST IRON PIPE/ACIPO EGWP,
17370001,AMEREN CORPORATION,
17370002,AMEREN IP,
17370003,AMEREN RETIREES EGWP,
20220001,AMERIBEN/ IEC GROUP,
16070001,AMERICAN ADVANT-MED MCARE DISC,
21440001,AMERICAN APPRAISAL (WI),
